Frequency (Hz);Amplitude (V);Phase (deg)
31162.92742829058; 7.2903270319e-08; 65.5266854457
31163.25942112069; 7.597562866e-08; 64.144723254
31163.59141395081; 7.79312643478e-08; 63.5509696676
31163.92340678092; 8.16234244092e-08; 62.1001997984
31164.25539961103; 8.57336444973e-08; 62.3998389044
31164.58739244115; 8.80387007131e-08; 60.0003996855
31164.91938527126; 9.10360588147e-08; 57.3494573352
31165.25137810138; 9.58508940851e-08; 56.7667320625
31165.58337093149; 9.83503883287e-08; 54.4686724049
31165.91536376161; 1.01360742197e-07; 53.3035358229
31166.24735659172; 1.08739380144e-07; 50.7562105481
31166.57934942183; 1.12141386807e-07; 48.1858390391
31166.91134225195; 1.17704041201e-07; 44.9663762536
31167.24333508206; 1.223890991e-07; 42.1542558362
31167.57532791218; 1.29030421097e-07; 40.5660124409
31167.90732074229; 1.32969439018e-07; 36.4448761285
31168.23931357241; 1.385500452e-07; 32.9816288417
31168.57130640252; 1.44626135266e-07; 29.5906024073
31168.90329923264; 1.50367749093e-07; 26.0397172045
31169.23529206275; 1.51791744585e-07; 21.561499878
31169.56728489287; 1.59509102257e-07; 17.4344842216
31169.89927772298; 1.61061658822e-07; 12.7622135412
31170.23127055309; 1.63919373973e-07; 7.29384752844
31170.56326338321; 1.63045994618e-07; 2.10203928209
31170.89525621332; 1.64002172892e-07; -2.98287885085
31171.22724904344; 1.62267579194e-07; -7.97452893832
31171.55924187355; 1.59059078163e-07; -13.1097963617
31171.89123470366; 1.55319313244e-07; -17.5421512513
31172.22322753378; 1.50727646172e-07; -22.1267035795
31172.55522036389; 1.46072265964e-07; -26.5949776055
31172.88721319401; 1.3855164339e-07; -30.2988266974
31173.21920602412; 1.32579103607e-07; -33.5830237814
31173.55119885424; 1.27347324673e-07; -37.3222604723
31173.88319168435; 1.24539963766e-07; -39.8943847365
31174.21518451447; 1.17577695557e-07; -42.6695799407
31174.54717734458; 1.1271004022e-07; -45.5546142296
31174.8791701747; 1.08192092804e-07; -48.1154115264
31175.21116300481; 1.03084285929e-07; -50.1745253011
31175.54315583492; 9.87355000032e-08; -52.4813648238
31175.87514866504; 9.36517289533e-08; -53.9245019281
31176.20714149515; 8.98273271521e-08; -55.2665916252
31176.53913432527; 8.78395282949e-08; -56.9003127697
31176.87112715538; 8.07603730453e-08; -57.5066027983
31177.2031199855; 7.91166960461e-08; -60.1795178565
31177.53511281561; 7.58482526923e-08; -60.7478000032
31177.86710564572; 7.38809648099e-08; -62.0261319011
31178.19909847584; 7.07803203453e-08; -63.3498943521
31178.53109130595; 6.71414371981e-08; -64.9079651359
31178.86308413607; 6.72858440425e-08; -65.0566874681
31179.19507696618; 6.25032718669e-08; -66.1530562265
31179.5270697963; 6.10588494612e-08; -65.6229055729
31179.85906262641; 5.94374872659e-08; -67.9532704638
31180.19105545653; 5.7351224826e-08; -68.0923456914
31180.52304828664; 5.79793411883e-08; -67.103755825
31180.85504111676; 5.50340762566e-08; -70.8020271168
31181.18703394687; 5.40299018543e-08; -70.8549320189
31181.51902677698; 4.99730653713e-08; -70.0222351309
31181.8510196071; 4.89834723569e-08; -71.4242146129
31182.18301243721; 4.90360452117e-08; -71.0640134232
31182.51500526733; 4.73029336921e-08; -72.9541915569
31182.84699809744; 4.52031893041e-08; -71.9937512205
31183.17899092755; 4.60293165939e-08; -73.6124095607
31183.51098375767; 4.40000242465e-08; -74.8612670675
31183.84297658778; 4.23226759893e-08; -74.9519854059
31184.1749694179; 4.20082381033e-08; -73.062685349
31184.50696224802; 4.07316801763e-08; -73.2800640686
31184.83895507813; 3.99041128512e-08; -73.2285308398
31185.17094790824; 4.01611895702e-08; -74.3203417203
31185.50294073836; 3.66362235343e-08; -76.332758133
31185.83493356847; 3.87490211666e-08; -77.2494442759
31186.16692639859; 3.62112944979e-08; -77.9108578677
31186.4989192287; 3.57491644416e-08; -76.5081887353
31186.83091205881; 3.45318519534e-08; -75.680130978
31187.16290488893; 3.3459495015e-08; -75.8777561784
31187.49489771904; 3.39811507437e-08; -75.8341825504
31187.82689054916; 3.18014915032e-08; -75.8564303596
31188.15888337927; 3.33738351944e-08; -77.4405711445
31188.49087620939; 3.2485904784e-08; -78.9697470589
31188.8228690395; 3.10250260922e-08; -78.9290094768
31189.15486186961; 3.23379391303e-08; -82.3181940955
31189.48685469973; 2.95233752567e-08; -80.2971439679
31189.81884752984; 2.96340115111e-08; -76.74088529
31190.15084035996; 2.80431378344e-08; -79.6786056084
31190.48283319007; 2.78434261739e-08; -77.8056365216
31190.81482602019; 2.67654187089e-08; -80.6194513048
31191.1468188503; 2.59685588418e-08; -78.9101529449
31191.47881168042; 2.74115631637e-08; -78.9495755879
31191.81080451053; 2.68755132461e-08; -78.1284963318
31192.14279734065; 2.55053535323e-08; -77.4755081072
31192.47479017076; 2.51827369336e-08; -83.8035809152
31192.80678300087; 2.83304398361e-08; -80.1552038957
31193.13877583099; 2.55753136449e-08; -77.9653014167
31193.4707686611; 2.42480664502e-08; -80.6541993413
31193.80276149122; 2.53561761872e-08; -78.8664486
31194.13475432133; 2.39364545475e-08; -79.566114266
31194.46674715145; 2.31532135752e-08; -79.2555333588
31194.79873998156; 2.42918908735e-08; -84.2708408915
31195.13073281167; 2.20629849398e-08; -76.7055694135
31195.46272564179; 2.18669951817e-08; -78.7885668128
31195.79471847191; 2.20289610457e-08; -80.569362761
31196.12671130202; 2.0680813258e-08; -82.7712447505
31196.45870413213; 2.19016573585e-08; -81.8040177497
31196.79069696225; 2.12702437413e-08; -82.0664192478
31197.12268979236; 2.09060226274e-08; -79.330626351
31197.45468262248; 2.10491787259e-08; -80.6980246202
31197.78667545259; 2.03427712771e-08; -78.245244663
31198.11866828271; 1.84690746308e-08; -81.4957641422
31198.45066111282; 2.0857775697e-08; -78.0519651157
31198.78265394293; 2.09418357435e-08; -79.3826283606
31199.11464677305; 1.97424482993e-08; -78.6742855806
31199.44663960316; 1.76433945916e-08; -80.2770645402
31199.77863243328; 1.92672728187e-08; -79.3809338733
31200.11062526339; 1.75775917634e-08; -81.4963337686
31200.4426180935; 1.79302654381e-08; -84.2068824015
31200.77461092362; 1.74555858324e-08; -85.2238222044
31201.10660375373; 1.61532879481e-08; -77.5775081845
31201.43859658385; 1.82010172354e-08; -87.5568442611
31201.77058941396; 1.75777677727e-08; -88.2879406771
31202.10258224408; 1.81453191804e-08; -83.9036354519
31202.43457507419; 1.77204157471e-08; -77.5354965367
31202.76656790431; 1.57277400442e-08; -93.4729761744
31203.09856073442; 1.70819872829e-08; -84.4310620078
31203.43055356454; 1.46816700107e-08; -83.1174120754
31203.76254639465; 1.57296785233e-08; -82.5819838393
31204.09453922476; 1.6324715939e-08; -80.9155259626
31204.42653205488; 1.44378852596e-08; -77.4678622436
31204.75852488499; 1.56285206392e-08; -84.9052612615
31205.09051771511; 1.51702600844e-08; -79.627904022
31205.42251054522; 1.62443884103e-08; -75.725163208
31205.75450337534; 1.53765699558e-08; -80.1436549248
31206.08649620545; 1.53839110048e-08; -82.3148068466
31206.41848903556; 1.55140391775e-08; -81.1486542795
31206.75048186568; 1.42419106922e-08; -85.2654386718
31207.0824746958; 1.35475283772e-08; -86.5869513104
31207.41446752591; 1.32059610463e-08; -83.7308069036
31207.74646035602; 1.36240987076e-08; -79.1245142146
31208.07845318614; 1.48314019773e-08; -79.9030521431
31208.41044601625; 1.43148018872e-08; -81.3215569408
31208.74243884637; 1.41613722512e-08; -84.3120238569
31209.07443167648; 1.52045974321e-08; -86.5659523476
31209.4064245066; 1.44387789288e-08; -90.3020659388
31209.73841733671; 1.2868082798e-08; -85.9485150117
31210.07041016682; 1.54566476626e-08; -76.4894419975
31210.40240299694; 1.27310561172e-08; -82.5917835569
31210.73439582705; 1.48259791933e-08; -78.4194350387
31211.06638865717; 1.17046712332e-08; -85.606509088
31211.39838148728; 1.36119978429e-08; -79.6047725275
31211.73037431739; 1.15338340474e-08; -80.8574870347
31212.06236714751; 1.35858697118e-08; -82.6873615522
31212.39435997762; 1.31235257824e-08; -77.8969596214
31212.72635280774; 1.26148132259e-08; -90.8760754876
31213.05834563786; 1.24985609546e-08; -79.9685534512
31213.39033846797; 1.25281053873e-08; -83.6070956912
31213.72233129808; 1.22512880117e-08; -81.7353137863
31214.0543241282; 1.16777269453e-08; -85.3722334289
31214.38631695831; 1.24498724052e-08; -78.050748336
31214.71830978843; 1.08435235184e-08; -80.9523198268
31215.05030261854; 1.25799329472e-08; -84.0520188842
31215.38229544865; 1.21882060271e-08; -89.199830509
31215.71428827877; 1.12580399796e-08; -79.092787116
31216.04628110888; 1.08740188814e-08; -81.2519153418
31216.378273939; 1.05890565424e-08; -83.0860249334
31216.71026676911; 9.78713898209e-09; -87.8475005368
31217.04225959923; 1.20134318909e-08; -88.4017445015
31217.37425242934; 1.02943658982e-08; -79.343996539
31217.70624525945; 1.14004197956e-08; -81.3670842351
31218.03823808957; 1.13053571019e-08; -92.2447024174
31218.37023091969; 1.08113111189e-08; -76.5329445906
31218.7022237498; 1.13026306288e-08; -92.5206492399
31219.03421657991; 9.5666845282e-09; -84.9095420993
31219.36620941003; 9.88843939255e-09; -83.3636141922
31219.69820224014; 1.04593367546e-08; -80.9138584124
31220.03019507026; 9.17798932106e-09; -82.1647068848
31220.36218790037; 1.08769032975e-08; -78.4152214342
31220.69418073049; 1.18078959232e-08; -87.2158156077
31221.0261735606; 9.38726272448e-09; -80.6626256367
31221.35816639071; 1.0050256726e-08; -81.0923273947
31221.69015922083; 9.86978085476e-09; -91.1419136753
31222.02215205094; 1.06557869838e-08; -86.3585272486
31222.35414488106; 8.08156512099e-09; -90.7990397747
31222.68613771117; 1.10477458911e-08; -81.1223587172
31223.01813054129; 1.040405156e-08; -84.800641913
31223.3501233714; 9.49713486262e-09; -80.1132416299
31223.68211620151; 1.02262235033e-08; -90.7494335936
31224.01410903163; 9.59040848217e-09; -89.4587262436
31224.34610186175; 7.45943199511e-09; -81.9710247726
31224.67809469186; 9.79031867745e-09; -85.9172395702
31225.01008752197; 8.24726890026e-09; -87.1628677019
31225.34208035209; 7.72026881376e-09; -83.7222777869
31225.6740731822; 1.09482396336e-08; -91.4039967686
31226.00606601232; 1.00849619145e-08; -88.3323010444
31226.33805884243; 8.25090085625e-09; -75.6919092619
31226.67005167255; 9.86152708777e-09; -80.7469939694
31227.00204450266; 9.57147388608e-09; -85.4206037042
31227.33403733277; 8.86261817066e-09; -88.0536256163
31227.66603016289; 8.45208014409e-09; -97.6585860773
31227.998022993; 8.34727581429e-09; -79.6129015765
31228.33001582312; 7.18733800549e-09; -75.1616199783
31228.66200865323; 8.26775479819e-09; -90.9059615861
31228.99400148334; 9.75762638718e-09; -94.9120801482
31229.32599431346; 7.41602670474e-09; -92.7800848827
31229.65798714358; 8.24700081387e-09; -85.8128122419
31229.98997997369; 7.82468004133e-09; -88.2329284366
31230.3219728038; 8.43937337946e-09; -83.9277827071
31230.65396563392; 8.41600226679e-09; -82.9376348456
31230.98595846403; 8.20795346522e-09; -102.448479364
31231.31795129415; 9.20847383476e-09; -96.652298335
31231.64994412426; 7.34249407215e-09; -87.1459416343
31231.98193695438; 6.82009707999e-09; -82.0458467243
31232.31392978449; 8.19729865126e-09; -93.4398381897
31232.6459226146; 7.6234220679e-09; -87.7917360496
31232.97791544472; 8.0064413781e-09; -80.9576529205
31233.30990827483; 7.68492954489e-09; -82.3085928799
31233.64190110495; 8.72549954605e-09; -88.4758900569
31233.97389393506; 7.04781415863e-09; -88.8665116728
31234.30588676518; 7.03043388921e-09; -91.4037078714
31234.63787959529; 6.95234071193e-09; -94.6672279511
31234.9698724254; 8.0589064301e-09; -88.5978889537
31235.30186525552; 7.81167500149e-09; -89.8237116446
31235.63385808564; 6.80088331283e-09; -84.0473486731
31235.96585091575; 7.23360662735e-09; -85.0009944854
31236.29784374586; 5.57508320141e-09; -94.5717290893
31236.62983657598; 7.36875130694e-09; -75.4864830449
31236.96182940609; 7.60380010361e-09; -97.2231064471
31237.29382223621; 5.94738351762e-09; -86.5006814903
31237.62581506632; 6.88198396521e-09; -89.6178707179
31237.95780789644; 7.18468441004e-09; -91.8930882059
31238.28980072655; 6.02550763112e-09; -82.0003856405
31238.62179355666; 8.71345070126e-09; -79.4551127849
31238.95378638678; 7.24516387108e-09; -91.770440505
31239.28577921689; 8.13428446324e-09; -67.0127973293
31239.61777204701; 7.77426461254e-09; -82.1188894128
31239.94976487712; 7.48972450831e-09; -83.8153383457
31240.28175770723; 8.27846484657e-09; -80.3091371202
31240.61375053735; 7.62306056097e-09; -98.0120641874
31240.94574336747; 5.99894971554e-09; -84.7758441305
31241.27773619758; 6.04737679004e-09; -83.423729855
31241.6097290277; 6.8294640425e-09; -84.9149003348
31241.94172185781; 8.75541862292e-09; -79.6228223267
31242.27371468792; 6.91325846955e-09; -97.2131534829
31242.60570751804; 6.7183035625e-09; -86.8213271949
31242.93770034815; 7.01904078767e-09; -81.9152137007
31243.26969317827; 7.94996206422e-09; -79.6255815789
31243.60168600838; 7.49779490971e-09; -85.8344622599
31243.93367883849; 7.36158143238e-09; -92.4406802291
31244.26567166861; 5.37454868034e-09; -54.7092841251
31244.59766449872; 5.88622808886e-09; -82.8329921903
31244.92965732884; 4.86993889572e-09; -72.5022283638
31245.26165015895; 6.40483529677e-09; -94.8425717605
31245.59364298907; 6.72213114451e-09; -84.9355640136
31245.92563581918; 6.73596712656e-09; -76.8019208405
31246.25762864929; 6.81542933501e-09; -81.6187652156
31246.58962147941; 6.31841064124e-09; -77.4588321764
31246.92161430953; 5.23661761281e-09; -71.4648616663
31247.25360713964; 6.54598529183e-09; -84.7503156975
31247.58559996975; 6.71515952119e-09; -91.230930005
31247.91759279987; 6.85841593144e-09; -79.0964092773
31248.24958562998; 4.85100590043e-09; -85.9588265723
31248.5815784601; 5.23018917847e-09; -84.2084787291
31248.91357129021; 5.80458531099e-09; -94.7727802943
31249.24556412033; 6.42360864594e-09; -82.4829753794
31249.57755695044; 6.76229283017e-09; -77.8869594629
31249.90954978055; 4.8078666235e-09; -91.4314675445
31250.24154261067; 6.09828494021e-09; -103.672589761
31250.57353544078; 5.82926669941e-09; -71.8769024357
31250.9055282709; 5.83778097633e-09; -84.1898787047
31251.23752110101; 5.8926418873e-09; -90.4160710556
31251.56951393113; 5.21283600715e-09; -94.0170626162
31251.90150676124; 4.41500629434e-09; -92.0414948151
31252.23349959136; 7.73033925589e-09; -93.9692013752
31252.56549242147; 7.05730874341e-09; -90.8339268697
31252.89748525159; 5.42284442008e-09; -91.336170236
31253.2294780817; 3.71564249461e-09; -82.9133375064
31253.56147091181; 5.13963872374e-09; -82.2934067322
31253.89346374193; 6.18315541994e-09; -95.7383178917
31254.22545657204; 6.16571750415e-09; -73.583017708
31254.55744940216; 5.80133485923e-09; -83.8053188325
31254.88944223227; 6.24988110204e-09; -90.6467647391
31255.22143506238; 4.26119085232e-09; -85.7227076907
31255.5534278925; 6.95348580806e-09; -69.1487285096
31255.88542072261; 5.0980079318e-09; -86.5944383438
31256.21741355273; 4.99433588998e-09; -60.4151472834
31256.54940638284; 6.8257691152e-09; -96.2850836837
31256.88139921296; 7.09839892419e-09; -105.04619724
31257.21339204307; 6.02902958756e-09; -75.9070386455
31257.54538487318; 5.28577470083e-09; -87.3211883895
31257.8773777033; 5.41257454609e-09; -101.077603982
31258.20937053342; 6.51338369672e-09; -98.6542592954
31258.54136336353; 5.64196548691e-09; -76.6150721278
31258.87335619364; 4.47456333068e-09; -77.3338511776
31259.20534902376; 5.61572000896e-09; -78.6749022745
31259.53734185387; 6.98357765756e-09; -91.7556824746
31259.86933468399; 7.04630958388e-09; -91.4081922491
31260.2013275141; 3.42730842113e-09; -80.5447409169
31260.53332034422; 4.44440270459e-09; -72.1983828726
31260.86531317433; 4.41572134039e-09; -97.03481622
31261.19730600444; 4.84259564962e-09; -88.1150643514
31261.52929883456; 5.66118907132e-09; -91.2490875375
31261.86129166467; 3.53995199429e-09; -86.441804787
31262.19328449479; 4.55674782789e-09; -77.6869040682
31262.5252773249; 2.70237616837e-09; -113.982064119
31262.85727015502; 3.95142600145e-09; -103.656678358
31263.18926298513; 4.65658668664e-09; -81.3056953896
31263.52125581525; 3.00627085592e-09; -91.9745076618
31263.85324864536; 4.92871866244e-09; -95.1319993867
31264.18524147548; 3.30295330196e-09; -76.2386762543
31264.51723430559; 3.79999705115e-09; -78.7819540091
31264.8492271357; 4.32910284491e-09; -95.5407932788
31265.18121996582; 6.44821988432e-09; -90.6516246108
31265.51321279593; 5.0553137529e-09; -72.0932822245
31265.84520562605; 3.71744692079e-09; -84.2308670194
31266.17719845616; 5.65906415455e-09; -78.4800821889
31266.50919128628; 5.97128527233e-09; -84.9311626583
31266.84118411639; 3.42940195889e-09; -74.6959643429
31267.1731769465; 2.05957390802e-09; -74.3370956342
31267.50516977662; 4.4113311774e-09; -101.339691645
31267.83716260673; 4.30839462916e-09; -87.5298177211
31268.16915543685; 5.2638409463e-09; -83.6256752858
31268.50114826696; 4.12636425422e-09; -94.2339667337
31268.83314109707; 4.23087033116e-09; -102.746870306
31269.16513392719; 2.02908463181e-09; -100.249198517
31269.49712675731; 3.15485758933e-09; -92.2045135521
31269.82911958742; 1.65294288009e-09; -124.428733478
31270.16111241754; 3.54903704095e-09; -102.004981988
31270.49310524765; 2.9953591322e-09; -102.381162589
31270.82509807776; 5.24728596545e-09; -103.43068044
31271.15709090788; 4.57847198656e-09; -85.8617153102
31271.48908373799; 6.07536758842e-09; -65.3314290338
31271.82107656811; 4.30755923837e-09; -94.1260097245
31272.15306939822; 2.38826923108e-09; -101.516132505
31272.48506222833; 4.50852444625e-09; -88.4921644741
31272.81705505845; 2.79876747491e-09; -97.9843311777
31273.14904788856; 4.33340555711e-09; -100.571660043
31273.48104071868; 4.40928456523e-09; -83.4021043315
31273.81303354879; 3.35708146973e-09; -91.6388274192
31274.14502637891; 4.00714679182e-09; -79.0854436708
31274.47701920902; 2.74807410053e-09; -90.4979434701
31274.80901203914; 5.01563657411e-09; -55.4519087711
31275.14100486925; 3.53899010961e-09; -67.5231073014
31275.47299769937; 3.9534910962e-09; -92.4511735263
31275.80499052948; 2.76161296443e-09; -100.582361423
31276.13698335959; 3.24362286149e-09; -63.3103761262
31276.46897618971; 2.83709046118e-09; -80.7860258851
31276.80096901982; 4.75212382439e-09; -84.7562877528
31277.13296184994; 3.46769922073e-09; -97.8005899706
31277.46495468005; 3.00694689487e-09; -89.1765867403
31277.79694751017; 5.45064877568e-09; -75.3056189727
31278.12894034028; 2.89754026194e-09; -110.862366546
31278.46093317039; 4.756659159e-09; -95.3525554015
31278.79292600051; 2.79462461715e-09; -89.8042783531
31279.12491883062; 4.30044939635e-09; -82.5573249058
31279.45691166074; 3.9544480298e-09; -92.9648736784
31279.78890449085; 4.51290872052e-09; -88.2357501751
31280.12089732097; 5.1359560932e-09; -64.7879563146
31280.45289015108; 4.35656408241e-09; -81.1371612222
31280.7848829812; 4.96722774449e-09; -89.9811596501
31281.11687581131; 4.19567495964e-09; -83.8473421217
31281.44886864143; 3.61847231921e-09; -96.2465459016
31281.78086147154; 4.17935530948e-09; -84.8973074393
31282.11285430165; 3.77955714547e-09; -62.3639674821
31282.44484713177; 2.64427379402e-09; -76.8928620671
31282.77683996188; 3.35984483794e-09; -58.4198994612
31283.108832792; 1.9732060552e-09; -42.0938887828
31283.44082562211; 5.77343227838e-09; -90.0968501649
31283.77281845222; 3.48336826052e-09; -85.0264637292
31284.10481128234; 2.91334492472e-09; -59.781465619
31284.43680411245; 3.08656845277e-09; -43.3082112315
31284.76879694257; 4.69507417045e-09; -104.210313437
31285.10078977268; 2.83913626149e-09; -139.021251737
31285.4327826028; 3.70524752593e-09; -80.2701821613
31285.76477543291; 4.28416888267e-09; -76.9236133769
31286.09676826303; 3.60285697256e-09; -98.1862054359
31286.42876109314; 4.23092919101e-09; -103.06130766
31286.76075392326; 3.54322961908e-09; -100.832237871
31287.09274675337; 2.15956646281e-09; -106.47513094
31287.42473958348; 2.4930218387e-09; -70.4180662061
31287.7567324136; 5.2372056003e-09; -60.9515608152
31288.08872524371; 3.3405112607e-09; -81.228017539
31288.42071807383; 4.30621183863e-09; -73.1599781834
31288.75271090394; 4.4999535698e-09; -113.516747009
31289.08470373406; 3.01134605717e-09; -96.4884515349
31289.41669656417; 4.72756602178e-09; -73.8646028676
31289.74868939428; 2.12635087768e-09; -109.488358746
31290.0806822244; 3.17685005214e-09; -111.328790524
31290.41267505451; 3.9214336578e-09; -79.6649660154
31290.74466788463; 3.92408323801e-09; -86.6093049326
31291.07666071474; 4.44229078974e-09; -84.5300458323
31291.40865354486; 2.4072234673e-09; -75.172501961
31291.74064637497; 2.53733630194e-09; -89.3404076761
31292.07263920509; 3.22699852875e-09; -72.7562364315
31292.4046320352; 4.23374475616e-09; -115.694611836
31292.73662486532; 2.90107925547e-09; -140.964878686
31293.06861769543; 1.032909739e-09; -90.9903256894
31293.40061052554; 3.89889858167e-09; -79.7313683275
31293.73260335566; 2.49002565403e-09; -83.081450111
31294.06459618577; 2.57312343269e-09; -107.462500689
31294.39658901589; 2.49877175478e-09; -108.353919829
31294.728581846; 4.15429508946e-09; -92.188863448
31295.06057467612; 1.4783967889e-09; -57.1354579788
31295.39256750623; 8.95731333652e-10; -101.392678193
31295.72456033634; 2.60064795461e-09; -102.737233383
31296.05655316646; 3.22700711993e-09; -74.4730094177
31296.38854599657; 3.98229918649e-09; -77.2006330186
31296.72053882669; 3.85223692157e-09; -56.5317484924
31297.0525316568; 1.8743755652e-09; -112.982264604
31297.38452448692; 2.40434114519e-09; -99.7107164379
31297.71651731703; 3.11933822761e-09; -129.458024094
31298.04851014715; 3.05122612429e-09; -93.4146222382
31298.38050297726; 3.01205301988e-09; -116.376736493
31298.71249580738; 4.03372203007e-09; -85.781251624
31299.04448863749; 2.79864949933e-09; -77.3403197958
31299.3764814676; 2.52890428541e-09; -71.9056414681
31299.70847429772; 2.87367096949e-09; -90.7222298677
31300.04046712783; 2.29532525191e-09; -113.862770104
31300.37245995795; 1.96326506979e-09; -129.951415736
31300.70445278806; 3.53708261042e-09; -84.6512426679
31301.03644561817; 3.3421896742e-09; -109.850704849
31301.36843844829; 3.52757495268e-09; -83.5832095903
31301.7004312784; 2.01251635697e-09; -66.0612525564
31302.03242410852; 2.22955509304e-09; -76.4540357523
31302.36441693863; 2.40243536776e-09; -95.6495215618
31302.69640976875; 2.21215262912e-09; -70.9392393365
31303.02840259886; 2.23715669259e-09; -71.3715308529
31303.36039542898; 3.64315513418e-09; -83.2147957625
31303.69238825909; 3.48469507091e-09; -69.1888056252
31304.02438108921; 3.24217613075e-09; -136.907225436
31304.35637391932; 4.33119658335e-09; -88.3052352739
31304.68836674943; 3.48797951065e-09; -76.0083475411
31305.02035957955; 3.69277037423e-09; -105.050553619
31305.35235240966; 1.52570793102e-09; -86.7412710089
31305.68434523978; 2.07120258784e-09; -80.7324925669
31306.01633806989; 2.82082127395e-09; -104.846863266
31306.34833090001; 2.99536554981e-09; -106.141321075
31306.68032373012; 2.46226445998e-09; -115.975330204
31307.01231656023; 1.82972194711e-09; -83.9930754962
31307.34430939035; 2.46891556904e-09; -83.5426382245
31307.67630222047; 2.91511941809e-09; -71.3209706591
31308.00829505058; 2.35733520641e-09; -94.2570764493
31308.34028788069; 1.66112134332e-09; -20.41060283
31308.67228071081; 1.01005992916e-09; -78.2720596106
31309.00427354092; 2.34699315455e-09; -92.7736151939
31309.33626637104; 1.71546088216e-09; -97.9885472015
31309.66825920115; 2.21767681699e-09; -112.094539762
31310.00025203127; 1.75158740566e-09; -86.4857054826
31310.33224486138; 3.67555705854e-09; -91.0768397316
31310.66423769149; 2.82008008023e-09; -116.401216463
31310.99623052161; 2.65361750902e-09; -97.1313647255
31311.32822335172; 4.13438485873e-09; -95.2949271166
31311.66021618184; 4.24925661245e-09; -88.1881642763
31311.99220901195; 2.881082047e-09; -75.9217786152
31312.32420184206; 1.02912036341e-09; -90.8938956001
31312.65619467218; 1.77580964395e-09; -87.3895180655
31312.98818750229; 2.47846965289e-09; -128.922930683
31313.32018033241; 6.96527104404e-10; -71.7859259602
31313.65217316253; 6.94963821335e-10; -101.023650424
31313.98416599264; 2.3521195832e-09; -64.4690962303
31314.31615882275; 3.75075822278e-09; -61.6847673924
31314.64815165287; 2.09375677542e-09; -115.582826045
31314.98014448298; 2.9019222035e-09; -61.2563326504
31315.3121373131; 2.61513537811e-09; -30.6756132301
31315.64413014321; 2.31178042867e-09; -86.027556216
31315.97612297332; 3.39314758303e-09; -79.4171887118
31316.30811580344; 3.50984269793e-09; -99.7108313692
31316.64010863355; 2.21761134415e-09; -97.4913754353
31316.97210146367; 3.12132498103e-09; -79.0506094081
31317.30409429378; 2.17248780798e-09; -99.3560321456
31317.6360871239; 2.09045114946e-09; -120.383693778
31317.96807995401; 1.57808665161e-09; -92.4027791792
31318.30007278412; 7.25035701497e-10; -117.335789607
31318.63206561424; 2.69094678817e-09; -76.4357668528
31318.96405844436; 3.34937539222e-09; -67.7276415602
31319.29605127447; 2.96909945193e-09; -61.0975879168
31319.62804410458; 1.35471227481e-09; -85.02829722
31319.9600369347; 2.5162693154e-09; -166.154338386
31320.29202976481; 2.56610635845e-09; -112.234334216
31320.62402259493; 2.91114583325e-09; -126.670422777
31320.95601542504; 2.43674742727e-09; -51.0045763887
31321.28800825516; 6.83743578881e-10; -54.0322726186
31321.62000108527; 1.03620452771e-09; -104.607555899
31321.95199391538; 1.32456004219e-09; -105.229241237
31322.2839867455; 1.66463672302e-09; -73.1818328678
31322.61597957561; 2.00474505873e-09; -94.5234399343
31322.94797240573; 9.80142237802e-10; -92.388757261
